part,company,country,city,price,date,currency_name,price_amount,currency_symbol,exchange_rate_to_USD,standardized_USD
51138-049,Teklist,Netherlands,Arnhem,1120.83€,2017-08-26 13:39:10,EUR,1120.83,€,1.1808,1323.476064
10237-832,Zooxo,United Kingdom,London,£610.39,2017-08-26 15:31:58,GBP,610.39,£,1.282321384,782.71614957976
55856-0003,Thoughtmix,Portugal,Amadora,657.83€,2017-08-26 16:15:18,EUR,657.83,€,1.1808,776.7656640000001
35356-325,Twitterbeat,France,Annecy,840.3€,2017-08-26 16:16:41,EUR,840.3,€,1.1808,992.22624
52380-1102,Brainsphere,Portugal,Braga,640.44€,2017-08-26 19:16:52,EUR,640.44,€,1.1808,756.2315520000001
59779-028,Ntags,Portugal,Lisbon,759.75€,2017-08-26 19:51:10,EUR,759.75,€,1.1808,897.1128000000001
51079-947,Shufflebeat,Portugal,Porto,629.91€,2017-08-26 20:42:28,EUR,629.91,€,1.1808,743.797728
51346-145,Buzzbean,Germany,Düsseldorf,986.48€,2017-08-26 21:04:40,EUR,986.48,€,1.1808,1164.8355840000002
60505-2867,Chatterbridge,Spain,Barcelona,160.38€,2017-08-26 21:13:03,EUR,160.38,€,1.1808,189.37670400000002
49348-574,Roodel,Portugal,Aranhas,318.17€,2017-08-26 21:42:20,EUR,318.17,€,1.1808,375.69513600000005
49035-530,Thoughtmix,Portugal,Amadora,775.64€,2017-08-26 22:37:17,EUR,775.64,€,1.1808,915.875712
49967-724,Buzzbean,Germany,Düsseldorf,525.25€,2017-08-26 23:09:20,EUR,525.25,€,1.1808,620.2152
51346-126,Teklist,Netherlands,Arnhem,127.97€,2017-08-27 00:16:16,EUR,127.97,€,1.1808,151.106976
10578-049,Thoughtmix,Portugal,Amadora,1308.07€,2017-08-27 00:33:30,EUR,1308.07,€,1.1808,1544.569056
49348-574,Twitterbeat,France,Annecy,239.63€,2017-08-27 03:00:33,EUR,239.63,€,1.1808,282.955104
54868-6311,Twitterbeat,France,Annecy,476.54€,2017-08-27 03:24:25,EUR,476.54,€,1.1808,562.698432
0228-2167,Twitterbeat,France,Annecy,1067.7€,2017-08-27 03:59:13,EUR,1067.7,€,1.1808,1260.74016
37205-951,Zooxo,United Kingdom,London,£196.34,2017-08-27 06:01:38,GBP,196.34,£,1.282321384,251.77098053456
54973-9150,Twitterbeat,France,Annecy,982.27€,2017-08-27 07:00:10,EUR,982.27,€,1.1808,1159.8644160000001
58118-5060,Ntags,Portugal,Lisbon,261.98€,2017-08-27 07:29:46,EUR,261.98,€,1.1808,309.34598400000004
76454-100,Twitterbeat,France,Annecy,88.78€,2017-08-27 07:38:41,EUR,88.78,€,1.1808,104.83142400000001
52125-444,Twitterbeat,France,Annecy,277.94€,2017-08-27 07:52:32,EUR,277.94,€,1.1808,328.191552
10267-2529,Shufflebeat,Portugal,Porto,452.91€,2017-08-27 08:38:58,EUR,452.91,€,1.1808,534.7961280000001
49738-105,Buzzbean,Germany,Düsseldorf,425.5€,2017-08-27 09:44:06,EUR,425.5,€,1.1808,502.4304
65044-3014,Thoughtmix,Portugal,Amadora,682.16€,2017-08-27 12:17:09,EUR,682.16,€,1.1808,805.4945280000001
0185-0373,Thoughtmix,Portugal,Amadora,966.04€,2017-08-27 12:21:04,EUR,966.04,€,1.1808,1140.700032
62011-0219,Wordify,United States,New York,$908.99,2017-08-27 13:58:04,USD,908.99,$,1.0,908.99
68084-595,Wordify,United States,New York,$253.31,2017-08-27 14:08:51,USD,253.31,$,1.0,253.31
21695-267,Ntags,Portugal,Lisbon,601.04€,2017-08-27 14:58:51,EUR,601.04,€,1.1808,709.708032
13537-259,Zooxo,United Kingdom,London,£597.35,2017-08-27 16:18:53,GBP,597.35,£,1.282321384,765.9946787324001
0268-1604,Ntags,Portugal,Lisbon,151.28€,2017-08-27 16:59:53,EUR,151.28,€,1.1808,178.631424
0185-0373,Wordify,United States,New York,$1088.99,2017-08-27 19:41:32,USD,1088.99,$,1.0,1088.99
13537-259,Eimbee,France,Amiens,778.75€,2017-08-27 20:04:00,EUR,778.75,€,1.1808,919.548
41163-428,Chatterbridge,Spain,Barcelona,115.68€,2017-08-27 20:33:52,EUR,115.68,€,1.1808,136.59494400000003
51523-002,Ntags,Portugal,Lisbon,1299.97€,2017-08-28 00:47:01,EUR,1299.97,€,1.1925,1550.214225
44946-1046,Thoughtmix,Portugal,Amadora,418.26€,2017-08-28 01:14:08,EUR,418.26,€,1.1925,498.77504999999996
24385-268,Zooxo,United Kingdom,London,£130.03,2017-08-28 03:22:45,GBP,130.03,£,1.29159085,167.9455582255
36800-952,Twitterbeat,France,Annecy,331.45€,2017-08-28 03:37:41,EUR,331.45,€,1.1925,395.25412499999993
51346-145,Chatterbridge,Spain,Barcelona,919.75€,2017-08-28 04:16:02,EUR,919.75,€,1.1925,1096.8018749999999
52380-1102,Wordify,United States,New York,$452.18,2017-08-28 04:29:52,USD,452.18,$,1.0,452.18
68084-172,Ntags,Portugal,Lisbon,539.42€,2017-08-28 05:59:05,EUR,539.42,€,1.1925,643.25835
61398-0828,Ntags,Portugal,Lisbon,381.57€,2017-08-28 06:02:49,EUR,381.57,€,1.1925,455.02222499999993
68084-172,Avaveo,France,Nice,264.97€,2017-08-28 06:44:17,EUR,264.97,€,1.1925,315.976725
54868-0823,Twitterbeat,France,Annecy,207.58€,2017-08-28 09:58:02,EUR,207.58,€,1.1925,247.53915
54868-6311,Roodel,Portugal,Aranhas,427.59€,2017-08-28 12:47:36,EUR,427.59,€,1.1925,509.90107499999993
58668-4281,Zooxo,United Kingdom,London,£209.63,2017-08-28 13:15:29,GBP,209.63,£,1.29159085,270.75618988549996
65044-3014,Flipstorm,France,Nanterre,886.28€,2017-08-28 14:54:38,EUR,886.28,€,1.1925,1056.8889
37205-992,Shufflebeat,Portugal,Porto,324.0€,2017-08-28 14:58:23,EUR,324.0,€,1.1925,386.36999999999995
24385-268,Roodel,Portugal,Aranhas,184.89€,2017-08-28 15:17:01,EUR,184.89,€,1.1925,220.48132499999997
62011-0219,Zooxo,United Kingdom,London,£790.28,2017-08-28 18:37:11,GBP,790.28,£,1.29159085,1020.7184169379999
68462-565,Thoughtmix,Portugal,Amadora,1327.94€,2017-08-28 18:44:17,EUR,1327.94,€,1.1925,1583.56845
51079-947,Yozio,Greece,Patras,602.62€,2017-08-28 18:44:49,EUR,602.62,€,1.1925,718.6243499999999
0228-2167,Thoughtmix,Portugal,Amadora,1169.52€,2017-08-28 19:50:12,EUR,1169.52,€,1.1925,1394.6526
50458-560,Shufflebeat,Portugal,Porto,145.23€,2017-08-28 20:13:34,EUR,145.23,€,1.1925,173.18677499999998
62742-4030,Twitterbeat,France,Annecy,531.51€,2017-08-28 20:20:35,EUR,531.51,€,1.1925,633.8256749999999
55856-0003,Roodel,Portugal,Aranhas,563.44€,2017-08-28 21:12:00,EUR,563.44,€,1.1925,671.9022
62011-0219,Twitterbeat,France,Annecy,757.79€,2017-08-28 21:24:42,EUR,757.79,€,1.1925,903.6645749999999
16729-167,Thoughtmix,Portugal,Amadora,238.12€,2017-08-28 23:08:25,EUR,238.12,€,1.1925,283.9581
63629-2733,Ntags,Portugal,Lisbon,228.69€,2017-08-29 01:43:29,EUR,228.69,€,1.2048,275.525712
49349-106,Lajo,Greece,Thessaloniki,954.9€,2017-08-29 02:36:26,EUR,954.9,€,1.2048,1150.46352
0603-6134,Thoughtmix,Portugal,Amadora,795.71€,2017-08-29 05:00:50,EUR,795.71,€,1.2048,958.6714080000002
16714-295,Zoonder,United States,Boston,$662.41,2017-08-29 05:36:29,USD,662.41,$,1.0,662.41
62011-0219,Thoughtmix,Portugal,Amadora,762.18€,2017-08-29 07:25:01,EUR,762.18,€,1.2048,918.274464
21695-931,Chatterbridge,Spain,Barcelona,732.08€,2017-08-29 12:29:31,EUR,732.08,€,1.2048,882.0099840000001
60505-2867,Zooxo,United Kingdom,London,£203.54,2017-08-29 13:03:00,GBP,203.54,£,1.2959716022,263.782059911788
49738-105,Chatterbridge,Spain,Barcelona,405.97€,2017-08-29 13:10:48,EUR,405.97,€,1.2048,489.1126560000001
61398-0828,Ntags,Portugal,Lisbon,250.73€,2017-08-29 13:32:15,EUR,250.73,€,1.2048,302.079504
76454-100,Twitterbeat,France,Annecy,134.74€,2017-08-29 16:30:54,EUR,134.74,€,1.2048,162.33475200000004
55154-5057,Brainsphere,Portugal,Braga,609.23€,2017-08-29 17:48:28,EUR,609.23,€,1.2048,734.000304
54868-5165,Thoughtmix,Portugal,Amadora,1443.2€,2017-08-29 20:14:31,EUR,1443.2,€,1.2048,1738.7673600000003
49035-530,Twitterbeat,France,Annecy,930.0€,2017-08-29 20:33:56,EUR,930.0,€,1.2048,1120.4640000000002
43419-018,Yozio,Greece,Patras,257.51€,2017-08-29 21:38:00,EUR,257.51,€,1.2048,310.24804800000004
13537-259,Roodel,Portugal,Aranhas,887.64€,2017-08-29 21:46:28,EUR,887.64,€,1.2048,1069.428672
44946-1046,Wordify,United States,New York,$462.26,2017-08-29 21:47:01,USD,462.26,$,1.0,462.26
65044-3014,Avaveo,France,Nice,878.0€,2017-08-30 00:04:20,EUR,878.0,€,1.1916,1046.2248
68752-024,Ntags,Portugal,Lisbon,881.18€,2017-08-30 04:33:27,EUR,881.18,€,1.1916,1050.014088
10237-832,Twitterbeat,France,Annecy,775.87€,2017-08-30 04:46:22,EUR,775.87,€,1.1916,924.526692
58118-5060,Brainsphere,Portugal,Braga,199.59€,2017-08-30 05:11:00,EUR,199.59,€,1.1916,237.831444
21695-267,Twitterbeat,France,Annecy,397.87€,2017-08-30 05:18:59,EUR,397.87,€,1.1916,474.101892
62756-707,Zooxo,United Kingdom,London,£295.23,2017-08-30 08:54:04,GBP,295.23,£,1.2917633285,381.36728747305506
16714-295,Wordify,United States,New York,$459.58,2017-08-30 11:41:19,USD,459.58,$,1.0,459.58
59779-028,Twitterbeat,France,Annecy,803.07€,2017-08-30 11:52:45,EUR,803.07,€,1.1916,956.938212
62011-0219,Twitterbeat,France,Annecy,788.8€,2017-08-30 13:26:59,EUR,788.8,€,1.1916,939.93408
76117-001,Buzzbean,Germany,Düsseldorf,877.82€,2017-08-30 16:57:33,EUR,877.82,€,1.1916,1046.010312
16714-295,Wordify,United States,New York,$585.99,2017-08-30 17:53:49,USD,585.99,$,1.0,585.99
0603-6134,Twitterbeat,France,Annecy,860.31€,2017-08-30 18:05:18,EUR,860.31,€,1.1916,1025.145396
37205-992,Twitterbeat,France,Annecy,666.05€,2017-08-30 18:06:50,EUR,666.05,€,1.1916,793.66518
0228-2167,Chatterbridge,Spain,Barcelona,788.47€,2017-08-30 18:41:20,EUR,788.47,€,1.1916,939.540852
48951-4042,Yozio,Greece,Patras,231.14€,2017-08-30 20:49:27,EUR,231.14,€,1.1916,275.426424
58118-5060,Ntags,Portugal,Lisbon,223.41€,2017-08-30 20:50:58,EUR,223.41,€,1.1916,266.215356
62670-4404,Wordify,United States,New York,$360.93,2017-08-30 21:12:32,USD,360.93,$,1.0,360.93
17156-617,Realpoint,Portugal,Lisbon,1121.68€,2017-08-30 23:25:02,EUR,1121.68,€,1.1916,1336.593888
16714-295,Avaveo,France,Nice,852.0€,2017-08-30 23:44:57,EUR,852.0,€,1.1916,1015.2432
49348-574,Twitterbeat,France,Annecy,295.13€,2017-08-31 00:26:44,EUR,295.13,€,1.1825,348.99122500000004
36987-1697,Buzzbean,Germany,Düsseldorf,461.7€,2017-08-31 02:44:28,EUR,461.7,€,1.1825,545.9602500000001
16477-306,Brainsphere,Portugal,Braga,1146.43€,2017-08-31 02:47:55,EUR,1146.43,€,1.1825,1355.6534750000003
54092-515,Chatterbridge,Spain,Barcelona,770.57€,2017-08-31 05:02:34,EUR,770.57,€,1.1825,911.1990250000001
51079-947,Rhycero,France,Arcueil,594.77€,2017-08-31 05:44:08,EUR,594.77,€,1.1825,703.3155250000001
68084-595,Thoughtmix,Portugal,Amadora,268.89€,2017-08-31 08:20:04,EUR,268.89,€,1.1825,317.962425
52125-444,Chatterbridge,Spain,Barcelona,286.35€,2017-08-31 10:51:17,EUR,286.35,€,1.1825,338.60887500000007
21695-267,Thoughtmix,Portugal,Amadora,331.02€,2017-08-31 10:55:09,EUR,331.02,€,1.1825,391.43115
54868-6311,Brainsphere,Portugal,Braga,583.61€,2017-08-31 11:35:41,EUR,583.61,€,1.1825,690.1188250000001
52343-025,Wordify,United States,New York,$1184.38,2017-08-31 14:52:35,USD,1184.38,$,1.0,1184.38
51346-145,Zooxo,United Kingdom,London,£775.4,2017-08-31 15:02:51,GBP,775.4,£,1.285703413,996.9344264402
0228-2167,Shufflebeat,Portugal,Porto,937.32€,2017-08-31 17:11:49,EUR,937.32,€,1.1825,1108.3809
52343-025,Zooxo,United Kingdom,London,£736.44,2017-08-31 18:30:26,GBP,736.44,£,1.285703413,946.84342146972
54473-578,Thoughtmix,Portugal,Amadora,216.89€,2017-08-31 18:30:41,EUR,216.89,€,1.1825,256.472425
49349-842,Thoughtmix,Portugal,Amadora,397.83€,2017-08-31 19:55:44,EUR,397.83,€,1.1825,470.43397500000003
51138-049,Chatterbridge,Spain,Barcelona,865.33€,2017-08-31 20:08:09,EUR,865.33,€,1.1825,1023.2527250000002
17156-617,Ntags,Portugal,Lisbon,903.02€,2017-08-31 22:21:47,EUR,903.02,€,1.1825,1067.82115
61398-0828,Wordify,United States,New York,$597.63,2017-09-01 00:15:48,USD,597.63,$,1.0,597.63
54092-515,Roodel,Portugal,Aranhas,780.36€,2017-09-01 00:53:14,EUR,780.36,€,1.192,930.18912
51523-002,Eimbee,France,Amiens,658.67€,2017-09-01 02:15:47,EUR,658.67,€,1.192,785.1346399999999
44946-1046,Chatterbridge,Spain,Barcelona,408.16€,2017-09-01 04:18:13,EUR,408.16,€,1.192,486.52672
50458-560,Shufflebeat,Portugal,Porto,1216.42€,2017-09-01 05:26:51,EUR,1216.42,€,1.192,1449.97264
76314-002,Shufflebeat,Portugal,Porto,460.95€,2017-09-01 12:49:55,EUR,460.95,€,1.192,549.4524
62756-707,Ntags,Portugal,Lisbon,381.74€,2017-09-01 12:50:20,EUR,381.74,€,1.192,455.03408
59779-028,Buzzbean,Germany,Düsseldorf,594.72€,2017-09-01 12:58:19,EUR,594.72,€,1.192,708.90624
37205-951,Eimbee,France,Amiens,238.37€,2017-09-01 13:12:58,EUR,238.37,€,1.192,284.13704
16729-167,Shufflebeat,Portugal,Porto,314.44€,2017-09-01 13:47:42,EUR,314.44,€,1.192,374.81248
0603-6134,Voomm,France,Paris,726.29€,2017-09-01 14:22:34,EUR,726.29,€,1.192,865.73768
13537-468,Eimbee,France,Amiens,752.13€,2017-09-01 14:30:20,EUR,752.13,€,1.192,896.53896
59779-028,Ntags,Portugal,Lisbon,729.88€,2017-09-01 15:35:52,EUR,729.88,€,1.192,870.0169599999999
52343-025,Teklist,Netherlands,Arnhem,789.65€,2017-09-01 16:41:34,EUR,789.65,€,1.192,941.2628
67046-030,Buzzbean,Germany,Düsseldorf,186.93€,2017-09-01 20:03:26,EUR,186.93,€,1.192,222.82056
36987-1697,Ntags,Portugal,Lisbon,944.82€,2017-09-01 20:37:21,EUR,944.82,€,1.192,1126.22544
0185-0373,Zooxo,United Kingdom,London,£825.22,2017-09-01 22:15:53,GBP,825.22,£,1.2945967961,1068.327168077642
17156-617,Twitterbeat,France,Annecy,1132.41€,2017-09-01 23:31:28,EUR,1132.41,€,1.192,1349.83272
54868-6311,Ntags,Portugal,Lisbon,778.29€,2017-09-02 01:28:12,EUR,778.29,€,1.192,927.7216799999999
54868-0823,Zooxo,United Kingdom,London,£122.7,2017-09-02 04:04:37,GBP,122.7,£,1.2945967961,158.84702688147001
42254-213,Eimbee,France,Amiens,207.63€,2017-09-02 04:34:33,EUR,207.63,€,1.192,247.49496
16729-167,Buzzbean,Germany,Düsseldorf,151.83€,2017-09-02 06:03:10,EUR,151.83,€,1.192,180.98136
17156-617,Twitterbeat,France,Annecy,1061.34€,2017-09-02 08:27:18,EUR,1061.34,€,1.192,1265.11728
76314-002,Zooxo,United Kingdom,London,£410.09,2017-09-02 08:57:22,GBP,410.09,£,1.2945967961,530.901200112649
37205-951,Chatterbridge,Spain,Barcelona,337.9€,2017-09-02 09:31:21,EUR,337.9,€,1.192,402.7768
65044-3014,Chatterbridge,Spain,Barcelona,742.97€,2017-09-02 10:40:52,EUR,742.97,€,1.192,885.62024
0228-2167,Yozio,Greece,Patras,377.32€,2017-09-02 10:49:16,EUR,377.32,€,1.192,449.76543999999996
68233-011,Teklist,Netherlands,Arnhem,632.19€,2017-09-02 11:28:38,EUR,632.19,€,1.192,753.5704800000001
49348-574,Brainsphere,Portugal,Braga,429.56€,2017-09-02 12:00:02,EUR,429.56,€,1.192,512.03552
0603-6134,Teklist,Netherlands,Arnhem,730.92€,2017-09-02 12:58:37,EUR,730.92,€,1.192,871.25664
42254-213,Wordify,United States,New York,$232.93,2017-09-02 13:08:39,USD,232.93,$,1.0,232.93
24286-1562,Buzzbean,Germany,Düsseldorf,194.69€,2017-09-02 15:51:01,EUR,194.69,€,1.192,232.07047999999998
10267-2529,Thoughtmix,Portugal,Amadora,341.61€,2017-09-02 19:00:58,EUR,341.61,€,1.192,407.19912
55700-014,Rhycero,France,Arcueil,670.08€,2017-09-02 19:15:54,EUR,670.08,€,1.192,798.73536
49349-471,Buzzbean,Germany,Düsseldorf,907.31€,2017-09-02 19:39:30,EUR,907.31,€,1.192,1081.51352
51346-145,Buzzbean,Germany,Düsseldorf,929.24€,2017-09-02 19:45:22,EUR,929.24,€,1.192,1107.65408
49348-574,Thoughtmix,Portugal,Amadora,308.87€,2017-09-02 23:27:25,EUR,308.87,€,1.192,368.17304
0268-1401,Chatterbridge,Spain,Barcelona,1164.12€,2017-09-03 00:00:14,EUR,1164.12,€,1.192,1387.6310399999998
36800-952,Thoughtmix,Portugal,Amadora,234.34€,2017-09-03 00:10:13,EUR,234.34,€,1.192,279.33328
51346-126,Ntags,Portugal,Lisbon,181.58€,2017-09-03 02:15:16,EUR,181.58,€,1.192,216.44336
43419-018,Bubblemix,Japan,Asaka,¥12653.34,2017-09-03 05:30:52,CNY,12653.34,¥,0.1524589116,1929.114444504744
68084-595,Gabcube,Portugal,Almada,212.98€,2017-09-03 06:14:54,EUR,212.98,€,1.192,253.87215999999998
52125-136,Twitterbeat,France,Annecy,701.94€,2017-09-03 12:32:28,EUR,701.94,€,1.192,836.71248
0185-0373,Twitterbeat,France,Annecy,990.81€,2017-09-03 15:42:47,EUR,990.81,€,1.192,1181.04552
76335-006,Brainsphere,Portugal,Braga,362.05€,2017-09-03 16:11:20,EUR,362.05,€,1.192,431.5636
54473-578,Brainsphere,Portugal,Braga,202.24€,2017-09-03 16:32:48,EUR,202.24,€,1.192,241.07008
10578-049,Shufflebeat,Portugal,Porto,671.48€,2017-09-03 17:10:26,EUR,671.48,€,1.192,800.4041599999999
54868-6311,Zooxo,United Kingdom,London,£424.83,2017-09-03 17:47:09,GBP,424.83,£,1.2945967961,549.983556887163
0603-6134,Brainsphere,Portugal,Braga,752.85€,2017-09-03 19:50:17,EUR,752.85,€,1.192,897.3972
0699-7041,Brainsphere,Portugal,Braga,871.95€,2017-09-03 19:55:26,EUR,871.95,€,1.192,1039.3644
65044-3014,Zooxo,United Kingdom,London,£816.98,2017-09-03 21:40:30,GBP,816.98,£,1.2945967961,1057.659690477778
10237-832,Zoonder,United States,Boston,$829.05,2017-09-03 21:44:11,USD,829.05,$,1.0,829.05
37205-951,Ntags,Portugal,Lisbon,178.61€,2017-09-03 22:53:20,EUR,178.61,€,1.192,212.90312
76117-001,Brainsphere,Portugal,Braga,1287.55€,2017-09-04 06:17:48,EUR,1287.55,€,1.1905,1532.8282749999998
62742-4030,Thoughtmix,Portugal,Amadora,515.31€,2017-09-04 07:25:02,EUR,515.31,€,1.1905,613.4765549999998
49520-501,Twitterbeat,France,Annecy,974.4€,2017-09-04 07:45:41,EUR,974.4,€,1.1905,1160.0231999999999
52959-433,Thoughtmix,Portugal,Amadora,336.27€,2017-09-04 08:35:50,EUR,336.27,€,1.1905,400.32943499999993
55700-014,Zooxo,United Kingdom,London,£589.24,2017-09-04 09:53:52,GBP,589.24,£,1.2960644494,763.693016164456
55289-164,Buzzbean,Germany,Düsseldorf,519.65€,2017-09-04 10:20:54,EUR,519.65,€,1.1905,618.6433249999999
24286-1562,Chatterbridge,Spain,Barcelona,320.3€,2017-09-04 12:33:47,EUR,320.3,€,1.1905,381.31714999999997
49288-0655,Shufflebeat,Portugal,Porto,288.26€,2017-09-04 12:36:40,EUR,288.26,€,1.1905,343.17352999999997
50458-560,Thoughtmix,Portugal,Amadora,805.43€,2017-09-04 13:34:53,EUR,805.43,€,1.1905,958.8644149999999
17156-617,Thoughtmix,Portugal,Amadora,1243.84€,2017-09-04 13:43:05,EUR,1243.84,€,1.1905,1480.7915199999998
13537-468,Brainsphere,Portugal,Braga,496.25€,2017-09-04 14:33:43,EUR,496.25,€,1.1905,590.785625
49349-820,Twitterbeat,France,Annecy,781.81€,2017-09-04 15:06:01,EUR,781.81,€,1.1905,930.7448049999998
60505-2867,Kanoodle,Japan,Niihama,¥30012.57,2017-09-04 17:51:05,CNY,30012.57,¥,0.1531623096,4596.794538231672
24286-1562,Thoughtmix,Portugal,Amadora,304.52€,2017-09-04 19:52:43,EUR,304.52,€,1.1905,362.53105999999997
41163-428,Twitterbeat,France,Annecy,119.89€,2017-09-04 20:29:41,EUR,119.89,€,1.1905,142.72904499999999
10237-832,Zooxo,United Kingdom,London,£387.51,2017-09-04 22:08:37,GBP,387.51,£,1.2960644494,502.237934786994
0615-7679,Gabcube,Portugal,Almada,336.85€,2017-09-05 00:04:51,EUR,336.85,€,1.189,400.5146500000001
17156-617,Bubblemix,Japan,Asaka,¥126879.44,2017-09-05 00:15:47,CNY,126879.44,¥,0.1527001862,19374.51411295173
49520-501,Twitterbeat,France,Annecy,649.5€,2017-09-05 01:08:45,EUR,649.5,€,1.189,772.2555
21695-267,Zooxo,United Kingdom,London,£461.44,2017-09-05 02:01:30,GBP,461.44,£,1.2960540658,598.0511881227519
0268-1604,Thoughtmix,Portugal,Amadora,131.27€,2017-09-05 06:27:20,EUR,131.27,€,1.189,156.08003000000002
37205-992,Gabcube,Portugal,Almada,139.11€,2017-09-05 07:13:19,EUR,139.11,€,1.189,165.40179000000003
0268-6107,Lajo,Greece,Thessaloniki,475.99€,2017-09-05 08:29:30,EUR,475.99,€,1.189,565.9521100000001
16590-177,Zooxo,United Kingdom,London,£185.55,2017-09-05 10:49:44,GBP,185.55,£,1.2960540658,240.48283190919
68233-011,Thoughtmix,Portugal,Amadora,748.23€,2017-09-05 11:09:23,EUR,748.23,€,1.189,889.64547
62011-0219,Thoughtmix,Portugal,Amadora,816.33€,2017-09-05 14:50:37,EUR,816.33,€,1.189,970.6163700000001
52125-444,Thoughtmix,Portugal,Amadora,282.81€,2017-09-05 15:13:58,EUR,282.81,€,1.189,336.26109
52343-025,Twitterbeat,France,Annecy,768.67€,2017-09-05 19:12:47,EUR,768.67,€,1.189,913.94863
49288-0655,Zooxo,United Kingdom,London,£127.89,2017-09-05 19:56:40,GBP,127.89,£,1.2960540658,165.75235447516198
76314-002,Twitterbeat,France,Annecy,464.43€,2017-09-05 23:36:16,EUR,464.43,€,1.189,552.20727
52959-433,Ntags,Portugal,Lisbon,337.69€,2017-09-05 23:50:27,EUR,337.69,€,1.189,401.51341
0615-7679,Wordify,United States,New York,$335.09,2017-09-06 01:10:23,USD,335.09,$,1.0,335.09
52125-444,Buzzbean,Germany,Düsseldorf,279.96€,2017-09-06 05:47:09,EUR,279.96,€,1.1931,334.02027599999997
76454-100,Thoughtmix,Portugal,Amadora,100.01€,2017-09-06 06:28:11,EUR,100.01,€,1.1931,119.321931
10578-049,Twitterbeat,France,Annecy,651.92€,2017-09-06 08:59:30,EUR,651.92,€,1.1931,777.805752
49999-737,Gabcube,Portugal,Almada,885.32€,2017-09-06 09:20:49,EUR,885.32,€,1.1931,1056.275292
49349-471,Twitterbeat,France,Annecy,676.67€,2017-09-06 09:26:07,EUR,676.67,€,1.1931,807.334977
49999-737,Rhycero,France,Arcueil,832.81€,2017-09-06 10:39:36,EUR,832.81,€,1.1931,993.6256109999999
0228-2167,Chatterbridge,Spain,Barcelona,986.34€,2017-09-06 11:39:37,EUR,986.34,€,1.1931,1176.8022540000002
68233-011,Twitterbeat,France,Annecy,616.58€,2017-09-06 13:04:01,EUR,616.58,€,1.1931,735.641598
10578-049,Twitterbeat,France,Annecy,455.63€,2017-09-06 15:19:53,EUR,455.63,€,1.1931,543.612153
0185-0373,Thoughtmix,Portugal,Amadora,967.22€,2017-09-06 19:43:38,EUR,967.22,€,1.1931,1153.990182
48951-4042,Twitterbeat,France,Annecy,231.07€,2017-09-06 20:39:44,EUR,231.07,€,1.1931,275.689617
76314-002,Teklist,Netherlands,Arnhem,432.58€,2017-09-06 22:30:12,EUR,432.58,€,1.1931,516.1111980000001
37205-951,Teklist,Netherlands,Arnhem,186.77€,2017-09-07 00:22:17,EUR,186.77,€,1.1971,223.58236700000003
68084-595,Shufflebeat,Portugal,Porto,310.94€,2017-09-07 05:11:15,EUR,310.94,€,1.1971,372.226274
49520-501,Zooxo,United Kingdom,London,£759.67,2017-09-07 06:15:01,GBP,759.67,£,1.3096944302,994.9355677900339
58118-5060,Roodel,Portugal,Aranhas,239.32€,2017-09-07 10:21:29,EUR,239.32,€,1.1971,286.489972
76117-001,Zooxo,United Kingdom,London,£1038.33,2017-09-07 12:22:54,GBP,1038.33,£,1.3096944302,1359.895017709566
54868-5165,Shufflebeat,Portugal,Porto,-5.65€,2017-09-07 13:28:28,EUR,-5.65,€,1.1971,-6.763615000000001
54868-0823,Zooxo,United Kingdom,London,£135.03,2017-09-07 19:08:18,GBP,135.03,£,1.3096944302,176.848038909906
67046-030,Twitterbeat,France,Annecy,156.88€,2017-09-07 22:43:18,EUR,156.88,€,1.1971,187.801048
24286-1562,Chatterbridge,Spain,Barcelona,226.45€,2017-09-07 23:43:46,EUR,226.45,€,1.1971,271.083295
68752-024,Ntags,Portugal,Lisbon,881.05€,2017-09-07 23:45:57,EUR,881.05,€,1.1971,1054.704955
35356-325,Thoughtmix,Portugal,Amadora,56.05€,2017-09-08 00:09:49,EUR,56.05,€,1.206,67.5963
54123-957,Ntags,Portugal,Lisbon,135.26€,2017-09-08 00:14:25,EUR,135.26,€,1.206,163.12356
51531-9500,Ntags,Portugal,Lisbon,915.69€,2017-09-08 01:27:34,EUR,915.69,€,1.206,1104.32214
0268-6107,Gevee,France,Champagnole,474.49€,2017-09-08 02:36:21,EUR,474.49,€,1.206,572.2349399999999
49349-106,Zoonder,United States,Boston,$1077.72,2017-09-08 03:11:32,USD,1077.72,$,1.0,1077.72
76314-002,Brainsphere,Portugal,Braga,445.75€,2017-09-08 05:32:05,EUR,445.75,€,1.206,537.5745
0268-1604,Ntags,Portugal,Lisbon,117.68€,2017-09-08 07:07:48,EUR,117.68,€,1.206,141.92208
68084-172,Buzzbean,Germany,Düsseldorf,787.07€,2017-09-08 07:08:01,EUR,787.07,€,1.206,949.20642
49738-105,Thoughtmix,Portugal,Amadora,483.04€,2017-09-08 08:26:34,EUR,483.04,€,1.206,582.54624
10267-2529,Eimbee,France,Amiens,332.04€,2017-09-08 10:14:28,EUR,332.04,€,1.206,400.44024
62011-0219,Chatterbridge,Spain,Barcelona,938.31€,2017-09-08 11:14:38,EUR,938.31,€,1.206,1131.60186
68233-011,Thoughtmix,Portugal,Amadora,576.29€,2017-09-08 11:19:10,EUR,576.29,€,1.206,695.00574
63629-2733,Brainsphere,Portugal,Braga,262.63€,2017-09-08 12:08:30,EUR,262.63,€,1.206,316.73177999999996
